station_id,district_id,district,hour,crime_count
SYN-PS-0010,D01,Bengaluru City,19,189
SYN-PS-0010,D01,Bengaluru City,20,189
SYN-PS-0010,D01,Bengaluru City,21,173
SYN-PS-0010,D01,Bengaluru City,22,157
SYN-PS-0010,D01,Bengaluru City,23,142
SYN-PS-0011,D01,Bengaluru City,0,466
SYN-PS-0011,D01,Bengaluru City,1,414
SYN-PS-0011,D01,Bengaluru City,2,363
SYN-PS-0011,D01,Bengaluru City,3,259
SYN-PS-0011,D01,Bengaluru City,4,207
SYN-PS-0011,D01,Bengaluru City,5,155
SYN-PS-0011,D01,Bengaluru City,6,155
SYN-PS-0011,D01,Bengaluru City,7,206
SYN-PS-0011,D01,Bengaluru City,8,258
SYN-PS-0011,D01,Bengaluru City,9,310
SYN-PS-0011,D01,Bengaluru City,10,310
SYN-PS-0011,D01,Bengaluru City,11,310
SYN-PS-0011,D01,Bengaluru City,12,310
SYN-PS-0011,D01,Bengaluru City,13,310
SYN-PS-0011,D01,Bengaluru City,14,310
SYN-PS-0011,D01,Bengaluru City,15,362
SYN-PS-0011,D01,Bengaluru City,16,413
SYN-PS-0011,D01,Bengaluru City,17,465
SYN-PS-0011,D01,Bengaluru City,18,569
SYN-PS-0011,D01,Bengaluru City,19,621
SYN-PS-0011,D01,Bengaluru City,20,621
SYN-PS-0011,D01,Bengaluru City,21,569
SYN-PS-0011,D01,Bengaluru City,22,518
SYN-PS-0011,D01,Bengaluru City,23,466
SYN-PS-0012,D01,Bengaluru City,0,342
SYN-PS-0012,D01,Bengaluru City,1,304
SYN-PS-0012,D01,Bengaluru City,2,266
SYN-PS-0012,D01,Bengaluru City,3,190
SYN-PS-0012,D01,Bengaluru City,4,152
SYN-PS-0012,D01,Bengaluru City,5,114
SYN-PS-0012,D01,Bengaluru City,6,114
SYN-PS-0012,D01,Bengaluru City,7,151
SYN-PS-0012,D01,Bengaluru City,8,189
SYN-PS-0012,D01,Bengaluru City,9,227
SYN-PS-0012,D01,Bengaluru City,10,227
SYN-PS-0012,D01,Bengaluru City,11,227
SYN-PS-0012,D01,Bengaluru City,12,227
SYN-PS-0012,D01,Bengaluru City,13,227
SYN-PS-0012,D01,Bengaluru City,14,227
SYN-PS-0012,D01,Bengaluru City,15,265
SYN-PS-0012,D01,Bengaluru City,16,303
SYN-PS-0012,D01,Bengaluru City,17,341
SYN-PS-0012,D01,Bengaluru City,18,418
SYN-PS-0012,D01,Bengaluru City,19,456
SYN-PS-0012,D01,Bengaluru City,20,456
SYN-PS-0012,D01,Bengaluru City,21,418
SYN-PS-0012,D01,Bengaluru City,22,380
SYN-PS-0012,D01,Bengaluru City,23,342
SYN-PS-0013,D02,Mysuru City,0,70
SYN-PS-0013,D02,Mysuru City,1,62
SYN-PS-0013,D02,Mysuru City,2,55
SYN-PS-0013,D02,Mysuru City,3,39
SYN-PS-0013,D02,Mysuru City,4,31
SYN-PS-0013,D02,Mysuru City,5,24
SYN-PS-0013,D02,Mysuru City,6,24
SYN-PS-0013,D02,Mysuru City,7,31
SYN-PS-0013,D02,Mysuru City,8,38
SYN-PS-0013,D02,Mysuru City,9,46
SYN-PS-0013,D02,Mysuru City,10,46
SYN-PS-0013,D02,Mysuru City,11,46
SYN-PS-0013,D02,Mysuru City,12,46
SYN-PS-0013,D02,Mysuru City,13,46
SYN-PS-0013,D02,Mysuru City,14,46
SYN-PS-0013,D02,Mysuru City,15,54
SYN-PS-0013,D02,Mysuru City,16,61
SYN-PS-0013,D02,Mysuru City,17,69
SYN-PS-0013,D02,Mysuru City,18,86
SYN-PS-0013,D02,Mysuru City,19,93
SYN-PS-0013,D02,Mysuru City,20,93
SYN-PS-0013,D02,Mysuru City,21,86
SYN-PS-0013,D02,Mysuru City,22,78
SYN-PS-0013,D02,Mysuru City,23,70
SYN-PS-0014,D02,Mysuru City,0,18
SYN-PS-0014,D02,Mysuru City,1,16
SYN-PS-0014,D02,Mysuru City,2,14
SYN-PS-0014,D02,Mysuru City,3,10
SYN-PS-0014,D02,Mysuru City,4,8
SYN-PS-0014,D02,Mysuru City,5,6
SYN-PS-0014,D02,Mysuru City,6,6
SYN-PS-0014,D02,Mysuru City,7,8
SYN-PS-0014,D02,Mysuru City,8,10
SYN-PS-0014,D02,Mysuru City,9,12
SYN-PS-0014,D02,Mysuru City,10,12
SYN-PS-0014,D02,Mysuru City,11,12
SYN-PS-0014,D02,Mysuru City,12,12
SYN-PS-0014,D02,Mysuru City,13,12
SYN-PS-0014,D02,Mysuru City,14,11
SYN-PS-0014,D02,Mysuru City,15,13
SYN-PS-0014,D02,Mysuru City,16,15
SYN-PS-0014,D02,Mysuru City,17,17
SYN-PS-0014,D02,Mysuru City,18,22
SYN-PS-0014,D02,Mysuru City,19,24
SYN-PS-0014,D02,Mysuru City,20,24
SYN-PS-0014,D02,Mysuru City,21,22
SYN-PS-0014,D02,Mysuru City,22,20
SYN-PS-0014,D02,Mysuru City,23,18
SYN-PS-0015,D02,Mysuru City,0,21
SYN-PS-0015,D02,Mysuru City,1,19
SYN-PS-0015,D02,Mysuru City,2,17
SYN-PS-0015,D02,Mysuru City,3,12
SYN-PS-0015,D02,Mysuru City,4,10
SYN-PS-0015,D02,Mysuru City,5,7
SYN-PS-0015,D02,Mysuru City,6,7
SYN-PS-0015,D02,Mysuru City,7,9
SYN-PS-0015,D02,Mysuru City,8,11
SYN-PS-0015,D02,Mysuru City,9,13
SYN-PS-0015,D02,Mysuru City,10,13
SYN-PS-0015,D02,Mysuru City,11,13
SYN-PS-0015,D02,Mysuru City,12,13
SYN-PS-0015,D02,Mysuru City,13,13
SYN-PS-0015,D02,Mysuru City,14,13
SYN-PS-0015,D02,Mysuru City,15,16
SYN-PS-0015,D02,Mysuru City,16,18
SYN-PS-0015,D02,Mysuru City,17,20
SYN-PS-0015,D02,Mysuru City,18,26
SYN-PS-0015,D02,Mysuru City,19,28
SYN-PS-0015,D02,Mysuru City,20,28
SYN-PS-0015,D02,Mysuru City,21,26
SYN-PS-0015,D02,Mysuru City,22,24
SYN-PS-0015,D02,Mysuru City,23,21
SYN-PS-0016,D02,Mysuru City,0,62
SYN-PS-0016,D02,Mysuru City,1,55
SYN-PS-0016,D02,Mysuru City,2,48
SYN-PS-0016,D02,Mysuru City,3,34
SYN-PS-0016,D02,Mysuru City,4,27
SYN-PS-0016,D02,Mysuru City,5,20
SYN-PS-0016,D02,Mysuru City,6,20
SYN-PS-0016,D02,Mysuru City,7,27
SYN-PS-0016,D02,Mysuru City,8,34
SYN-PS-0016,D02,Mysuru City,9,41
SYN-PS-0016,D02,Mysuru City,10,41
SYN-PS-0016,D02,Mysuru City,11,41
SYN-PS-0016,D02,Mysuru City,12,41
SYN-PS-0016,D02,Mysuru City,13,41
SYN-PS-0016,D02,Mysuru City,14,41
SYN-PS-0016,D02,Mysuru City,15,47
SYN-PS-0016,D02,Mysuru City,16,54
SYN-PS-0016,D02,Mysuru City,17,61
SYN-PS-0016,D02,Mysuru City,18,76
SYN-PS-0016,D02,Mysuru City,19,83
SYN-PS-0016,D02,Mysuru City,20,83
SYN-PS-0016,D02,Mysuru City,21,76
SYN-PS-0016,D02,Mysuru City,22,69
SYN-PS-0016,D02,Mysuru City,23,62
SYN-PS-0017,D03,Hubballi Dharwad City,0,85
SYN-PS-0017,D03,Hubballi Dharwad City,1,75
SYN-PS-0017,D03,Hubballi Dharwad City,2,66
SYN-PS-0017,D03,Hubballi Dharwad City,3,47
SYN-PS-0017,D03,Hubballi Dharwad City,4,37
SYN-PS-0017,D03,Hubballi Dharwad City,5,28
SYN-PS-0017,D03,Hubballi Dharwad City,6,28
SYN-PS-0017,D03,Hubballi Dharwad City,7,37
SYN-PS-0017,D03,Hubballi Dharwad City,8,46
SYN-PS-0017,D03,Hubballi Dharwad City,9,56
SYN-PS-0017,D03,Hubballi Dharwad City,10,56
SYN-PS-0017,D03,Hubballi Dharwad City,11,56
SYN-PS-0017,D03,Hubballi Dharwad City,12,56
SYN-PS-0017,D03,Hubballi Dharwad City,13,56
SYN-PS-0017,D03,Hubballi Dharwad City,14,56
SYN-PS-0017,D03,Hubballi Dharwad City,15,65
SYN-PS-0017,D03,Hubballi Dharwad City,16,74
SYN-PS-0017,D03,Hubballi Dharwad City,17,84
SYN-PS-0017,D03,Hubballi Dharwad City,18,104
SYN-PS-0017,D03,Hubballi Dharwad City,19,113
SYN-PS-0017,D03,Hubballi Dharwad City,20,113
SYN-PS-0017,D03,Hubballi Dharwad City,21,104
SYN-PS-0017,D03,Hubballi Dharwad City,22,94
SYN-PS-0017,D03,Hubballi Dharwad City,23,85
SYN-PS-0018,D03,Hubballi Dharwad City,0,18
SYN-PS-0018,D03,Hubballi Dharwad City,1,16
SYN-PS-0018,D03,Hubballi Dharwad City,2,14
SYN-PS-0018,D03,Hubballi Dharwad City,3,10
SYN-PS-0018,D03,Hubballi Dharwad City,4,8
SYN-PS-0018,D03,Hubballi Dharwad City,5,6
SYN-PS-0018,D03,Hubballi Dharwad City,6,6
SYN-PS-0018,D03,Hubballi Dharwad City,7,8
SYN-PS-0018,D03,Hubballi Dharwad City,8,10
SYN-PS-0018,D03,Hubballi Dharwad City,9,12
SYN-PS-0018,D03,Hubballi Dharwad City,10,12
SYN-PS-0018,D03,Hubballi Dharwad City,11,12
SYN-PS-0018,D03,Hubballi Dharwad City,12,12
SYN-PS-0018,D03,Hubballi Dharwad City,13,12
SYN-PS-0018,D03,Hubballi Dharwad City,14,12
SYN-PS-0018,D03,Hubballi Dharwad City,15,14
SYN-PS-0018,D03,Hubballi Dharwad City,16,16
SYN-PS-0018,D03,Hubballi Dharwad City,17,18
SYN-PS-0018,D03,Hubballi Dharwad City,18,23
SYN-PS-0018,D03,Hubballi Dharwad City,19,25
SYN-PS-0018,D03,Hubballi Dharwad City,20,25
SYN-PS-0018,D03,Hubballi Dharwad City,21,23
SYN-PS-0018,D03,Hubballi Dharwad City,22,21
SYN-PS-0018,D03,Hubballi Dharwad City,23,18
SYN-PS-0019,D03,Hubballi Dharwad City,0,15
SYN-PS-0019,D03,Hubballi Dharwad City,1,13
SYN-PS-0019,D03,Hubballi Dharwad City,2,12
SYN-PS-0019,D03,Hubballi Dharwad City,3,9
SYN-PS-0019,D03,Hubballi Dharwad City,4,7
SYN-PS-0019,D03,Hubballi Dharwad City,5,5
SYN-PS-0019,D03,Hubballi Dharwad City,6,5
SYN-PS-0019,D03,Hubballi Dharwad City,7,7
SYN-PS-0019,D03,Hubballi Dharwad City,8,8
SYN-PS-0019,D03,Hubballi Dharwad City,9,9
SYN-PS-0019,D03,Hubballi Dharwad City,10,9
SYN-PS-0019,D03,Hubballi Dharwad City,11,9
SYN-PS-0019,D03,Hubballi Dharwad City,12,9
SYN-PS-0019,D03,Hubballi Dharwad City,13,9
SYN-PS-0019,D03,Hubballi Dharwad City,14,9
SYN-PS-0019,D03,Hubballi Dharwad City,15,11
SYN-PS-0019,D03,Hubballi Dharwad City,16,12
SYN-PS-0019,D03,Hubballi Dharwad City,17,14
SYN-PS-0019,D03,Hubballi Dharwad City,18,18
SYN-PS-0019,D03,Hubballi Dharwad City,19,20
SYN-PS-0019,D03,Hubballi Dharwad City,20,20
SYN-PS-0019,D03,Hubballi Dharwad City,21,18
SYN-PS-0019,D03,Hubballi Dharwad City,22,17
SYN-PS-0019,D03,Hubballi Dharwad City,23,15
SYN-PS-0020,D03,Hubballi Dharwad City,0,21
SYN-PS-0020,D03,Hubballi Dharwad City,1,19
SYN-PS-0020,D03,Hubballi Dharwad City,2,17
SYN-PS-0020,D03,Hubballi Dharwad City,3,12
SYN-PS-0020,D03,Hubballi Dharwad City,4,10
SYN-PS-0020,D03,Hubballi Dharwad City,5,7
SYN-PS-0020,D03,Hubballi Dharwad City,6,6
SYN-PS-0020,D03,Hubballi Dharwad City,7,9
SYN-PS-0020,D03,Hubballi Dharwad City,8,11
SYN-PS-0020,D03,Hubballi Dharwad City,9,13
SYN-PS-0020,D03,Hubballi Dharwad City,10,13
SYN-PS-0020,D03,Hubballi Dharwad City,11,13
SYN-PS-0020,D03,Hubballi Dharwad City,12,13
SYN-PS-0020,D03,Hubballi Dharwad City,13,13
SYN-PS-0020,D03,Hubballi Dharwad City,14,13
SYN-PS-0020,D03,Hubballi Dharwad City,15,16
SYN-PS-0020,D03,Hubballi Dharwad City,16,18
SYN-PS-0020,D03,Hubballi Dharwad City,17,20
SYN-PS-0020,D03,Hubballi Dharwad City,18,26
SYN-PS-0020,D03,Hubballi Dharwad City,19,28
SYN-PS-0020,D03,Hubballi Dharwad City,20,28
SYN-PS-0020,D03,Hubballi Dharwad City,21,26
SYN-PS-0020,D03,Hubballi Dharwad City,22,23
SYN-PS-0020,D03,Hubballi Dharwad City,23,21
SYN-PS-0021,D04,Mangaluru City,0,35
SYN-PS-0021,D04,Mangaluru City,1,31
SYN-PS-0021,D04,Mangaluru City,2,27
SYN-PS-0021,D04,Mangaluru City,3,20
SYN-PS-0021,D04,Mangaluru City,4,15
SYN-PS-0021,D04,Mangaluru City,5,11
SYN-PS-0021,D04,Mangaluru City,6,11
SYN-PS-0021,D04,Mangaluru City,7,15
SYN-PS-0021,D04,Mangaluru City,8,19
SYN-PS-0021,D04,Mangaluru City,9,23
SYN-PS-0021,D04,Mangaluru City,10,23
SYN-PS-0021,D04,Mangaluru City,11,23
SYN-PS-0021,D04,Mangaluru City,12,23
SYN-PS-0021,D04,Mangaluru City,13,23
SYN-PS-0021,D04,Mangaluru City,14,23
SYN-PS-0021,D04,Mangaluru City,15,26
SYN-PS-0021,D04,Mangaluru City,16,30
SYN-PS-0021,D04,Mangaluru City,17,34
SYN-PS-0021,D04,Mangaluru City,18,43
SYN-PS-0021,D04,Mangaluru City,19,47
SYN-PS-0021,D04,Mangaluru City,20,47
SYN-PS-0021,D04,Mangaluru City,21,43
SYN-PS-0021,D04,Mangaluru City,22,39
SYN-PS-0021,D04,Mangaluru City,23,35
SYN-PS-0022,D04,Mangaluru City,0,58
SYN-PS-0022,D04,Mangaluru City,1,52
SYN-PS-0022,D04,Mangaluru City,2,45
SYN-PS-0022,D04,Mangaluru City,3,33
SYN-PS-0022,D04,Mangaluru City,4,26
SYN-PS-0022,D04,Mangaluru City,5,20
SYN-PS-0022,D04,Mangaluru City,6,19
SYN-PS-0022,D04,Mangaluru City,7,25
SYN-PS-0022,D04,Mangaluru City,8,32
SYN-PS-0022,D04,Mangaluru City,9,38
SYN-PS-0022,D04,Mangaluru City,10,38
SYN-PS-0022,D04,Mangaluru City,11,38
SYN-PS-0022,D04,Mangaluru City,12,38
SYN-PS-0022,D04,Mangaluru City,13,38
SYN-PS-0022,D04,Mangaluru City,14,38
SYN-PS-0022,D04,Mangaluru City,15,44
SYN-PS-0022,D04,Mangaluru City,16,51
SYN-PS-0022,D04,Mangaluru City,17,57
SYN-PS-0022,D04,Mangaluru City,18,71
SYN-PS-0022,D04,Mangaluru City,19,78
SYN-PS-0022,D04,Mangaluru City,20,78
SYN-PS-0022,D04,Mangaluru City,21,71
SYN-PS-0022,D04,Mangaluru City,22,65
SYN-PS-0022,D04,Mangaluru City,23,58
SYN-PS-0023,D04,Mangaluru City,0,69
SYN-PS-0023,D04,Mangaluru City,1,61
SYN-PS-0023,D04,Mangaluru City,2,53
SYN-PS-0023,D04,Mangaluru City,3,38
SYN-PS-0023,D04,Mangaluru City,4,30
SYN-PS-0023,D04,Mangaluru City,5,23
SYN-PS-0023,D04,Mangaluru City,6,23
SYN-PS-0023,D04,Mangaluru City,7,30
SYN-PS-0023,D04,Mangaluru City,8,38
SYN-PS-0023,D04,Mangaluru City,9,46
SYN-PS-0023,D04,Mangaluru City,10,46
SYN-PS-0023,D04,Mangaluru City,11,46
SYN-PS-0023,D04,Mangaluru City,12,46
SYN-PS-0023,D04,Mangaluru City,13,46
SYN-PS-0023,D04,Mangaluru City,14,46
SYN-PS-0023,D04,Mangaluru City,15,53
SYN-PS-0023,D04,Mangaluru City,16,61
SYN-PS-0023,D04,Mangaluru City,17,69
SYN-PS-0023,D04,Mangaluru City,18,85
