Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,
340,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Accident by Air,0,0,0,0,,,,,,
341,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Boad Accident,0,0,0,0,,,,,,
342,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Bridge/Dam Collapse,1,0,0,1,,,,,,
343,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Building Collapse,1,2,0,0,,,,,,
344,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Caused By Animal,1,0,0,0,,,,,,
345,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Death Due to Other Cause,33,8,4,7,,,,,,
346,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Electrocution Accident,22,13,7,4,,,,,,
347,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Explosion Accident,0,0,0,0,,,,,,
348,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Fire accident,0,0,0,0,,,,,,
349,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Gas Leakage Accident,2,0,1,1,,,,,,
350,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Improper Infrastucture In Construction,38,6,8,6,,,,,,
351,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Improper Medical Treatment,3,0,0,0,,,,,,
352,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),In Custody of Public Servant,0,0,0,0,,,,,,
353,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),In Jail/Judicial Custody,0,0,0,0,,,,,,
354,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),In Police Custody,0,0,0,0,,,,,,
355,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Industrial Accident (Factory),3,1,1,1,,,,,,
356,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Inflammable Substance,0,0,0,0,,,,,,
357,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Mine Accident,2,0,1,0,,,,,,
358,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Poisonous Substance,0,0,0,0,,,,,,
359,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Quarry Accident,0,0,0,0,,,,,,
360,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Spurious Liquor (Hooch) Accident,0,0,0,0,,,,,,
361,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Railway Accident,0,0,0,0,,,,,,
362,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Others,47,7,10,9,,,,,,
363,A - IPC/BNS Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),National Highways,2068,323,399,301,,,,,,
364,A - IPC/BNS Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),State Highways,1608,219,282,199,,,,,,
365,A - IPC/BNS Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),Other Roads,2130,319,361,278,,,,,,
366,A - IPC/BNS Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC/106 BNS),Other Places,85,10,11,10,,,,,,
367,A - IPC/BNS Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",National Highways,5230,821,967,831,,,,,,
368,A - IPC/BNS Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",State Highways,3713,585,676,565,,,,,,
369,A - IPC/BNS Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",Other Roads,6881,1109,1153,1192,,,,,,
370,A - IPC/BNS Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC/281,125(a),125(b) BNS)",Other Places,223,27,40,29,,,,,,
371,A - IPC/BNS Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",Child,11,5,2,3,,,,,,
372,A - IPC/BNS Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",Woman,2,0,0,1,,,,,,
373,A - IPC/BNS Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC/88,89,90 BNS)",Women and Child,0,0,0,0,,,,,,
374,A - IPC/BNS Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",Air Force,0,0,0,0,,,,,,
375,A - IPC/BNS Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",Army,0,0,0,0,,,,,,
376,A - IPC/BNS Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC/159 TO 168 EXCEPT 164 BNS)",Navy,0,0,0,0,,,,,,
377,A - IPC/BNS Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",From Jail Custody,5,0,33,1,,,,,,
378,A - IPC/BNS Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",From Police Custody,8,2,1,0,,,,,,
379,A - IPC/BNS Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC/262,263,265 BNS)",Others,3,0,0,0,,,,,,
380,A - IPC/BNS Crime,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Attempt to Commit,5,0,1,1,,,,,,
381,A - IPC/BNS Crime,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Non-Uniformed Authority,2,0,0,0,,,,,,
382,A - IPC/BNS Crime,"IMPERSONATION (Sec.170, 171 IPC/204,205 BNS)",Uniformed Authority,2,0,1,0,,,,,,
383,A - IPC/BNS Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC/324(4) TO 324(6) BNS)",NA,231,36,45,39,,,,,,
384,A - IPC/BNS Crime,MOLESTATION (Sec.354 IPC/74 BNS),Attempt to Commit,31,5,4,9,,,,,,
385,A - IPC/BNS Crime,MOLESTATION (Sec.354 IPC/74 BNS),Private Place,474,93,68,94,,,,,,
386,A - IPC/BNS Crime,MOLESTATION (Sec.354 IPC/74 BNS),Public Conveyance,2,0,1,0,,,,,,
387,A - IPC/BNS Crime,MOLESTATION (Sec.354 IPC/74 BNS),Public Place,1098,227,191,176,,,,,,
388,A - IPC/BNS Crime,MOLESTATION (Sec.354 IPC/74 BNS),Other Places,1358,299,226,248,,,,,,
389,A - IPC/BNS Crime,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Attempt to Commit,7,0,1,2,,,,,,
390,A - IPC/BNS Crime,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Fatal,0,0,0,0,,,,,,
391,A - IPC/BNS Crime,POISONING-PROFESSIONAL (Sec. 328 IPC/123 BNS),Non Fatal,2,0,0,0,,,,,,
392,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Advertisement,0,0,0,0,,,,,,
393,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Audio Tape,0,0,0,0,,,,,,
394,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Book,0,0,0,0,,,,,,
395,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Computer Software,0,0,0,0,,,,,,
396,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Figures,0,0,0,0,,,,,,
397,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Film (Blue),0,0,0,0,,,,,,
398,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Painting,0,0,0,0,,,,,,
399,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Pamphlet,0,0,0,0,,,,,,
400,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Paper,1,0,0,0,,,,,,
401,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Photography,0,0,0,0,,,,,,
402,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Poster,3,0,0,3,,,,,,
403,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Video Film(Blue),0,0,0,0,,,,,,
404,A - IPC/BNS Crime,PORNOGRAPHY (Sec.292 to 294 IPC/294 TO 296 BNS),Others,3,0,0,0,,,,,,
405,A - IPC/BNS Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC/250 TO 252 BNS),NA,2,0,0,0,,,,,,
406,A - IPC/BNS Crime,"PUBLIC NUISANCE (Sec.291 and 510 IPC/293,355 BNS)",NA,108,5,23,23,,,,,,
407,A - IPC/BNS Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC/271 to 273, 279,285,291 BNS)",NA,1408,394,161,263,,,,,,
408,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Attempt to Commit,13,1,3,1,,,,,,
409,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Defence Personnel,2,0,1,0,,,,,,
410,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Jail Personnel,7,2,0,3,,,,,,
411,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Judicial Official,16,0,3,1,,,,,,
412,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Minister,0,0,0,0,,,,,,
413,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",MLA,0,0,0,0,,,,,,
414,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",MP,0,0,0,0,,,,,,
415,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Nationalised Bank Personnel,2,0,1,0,,,,,,
416,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Elected Member,4,0,1,0,,,,,,
417,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Enforcement Official,0,1,0,0,,,,,,
418,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Other Govt. Official,227,27,31,34,,,,,,
419,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Para Military Personnel,2,0,0,1,,,,,,
420,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Police Personnel,267,27,45,42,,,,,,
421,A - IPC/BNS Crime,"OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim) (Sec 182-188, 332, 333, 353 IPC/217-223,121(1),121(2), 132 BNS)",Public Sector Undertaking Official,73,4,15,9,,,,,,
422,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Defence Personnel,0,0,0,0,,,,,,
423,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Jail Personnel,0,0,0,0,,,,,,
424,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Judicial Official,0,0,0,0,,,,,,
425,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Minister,0,0,0,0,,,,,,
426,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",MLA,0,0,0,0,,,,,,
427,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",MP,0,0,0,0,,,,,,
428,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Nationalised Bank Personnel,0,0,0,0,,,,,,
429,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Elected Member,0,0,0,0,,,,,,
430,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Enforcement Official,0,0,0,0,,,,,,
431,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Other Govt. Official,0,0,0,0,,,,,,
432,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Para Military Personnel,0,0,0,0,,,,,,
433,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Police Personnel,0,1,0,0,,,,,,
434,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Public Sector Undertaking Official,2,0,1,0,,,,,,
435,A - IPC/BNS Crime,"OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused) (Sec.128, 129, 167, 218, 221, 222 IPC/156,157,201,256,259,260 BNS)",Others,0,0,0,0,,,,,,
436,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Death Causeed By Electric Shock,52,6,14,6,,,,,,
437,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Animal -Related,28,5,5,3,,,,,,
438,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Boat/Vessel - Related,1,0,0,1,,,,,,
439,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Explosive/Explosive Substances - Related,13,4,1,2,,,,,,
440,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Inflammable Substance- Related ,13,2,3,1,,,,,,
441,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Machinery - Related,65,13,5,12,,,,,,
442,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Poisonous Substance - Related,6,1,0,0,,,,,,
443,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Other - Related,776,97,56,71,,,,,,
444,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Human - Related,613,64,57,50,,,,,,
445,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Wheeling,47,0,12,23,,,,,,
446,A - IPC/BNS Crime,"NEGLIGENT ACT (Sec.280 to 289, 336 to 338 except 283 IPC/282 to 291,125 to 125(b) except 285 BNS)",Drink & Drive Without DL,16,0,5,11,,,,,,
447,A - IPC/BNS Crime,RECEIVING OF STOLEN PROPERTY (Sec.411 to 414 IPC/317(2) TO 317(5) BNS),NA,1,0,0,0,,,,,,
448,A - IPC/BNS Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),Attempt to Commit,0,0,0,0,,,,,,
449,A - IPC/BNS Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),By Foreigner,0,0,0,0,,,,,,
450,A - IPC/BNS Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),By National,0,0,0,0,,,,,,
451,A - IPC/BNS Crime,SEDITION (Sec. 124A IPC/IN BNS Deleted),By National And Foreigner,0,0,0,0,,,,,,
452,A - IPC/BNS Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Attempt to Commit,8,0,1,0,,,,,,
453,A - IPC/BNS Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Office,8,0,1,4,,,,,,
454,A - IPC/BNS Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Public Conveyance,3,0,2,0,,,,,,
455,A - IPC/BNS Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Public Place,65,3,11,15,,,,,,
456,A - IPC/BNS Crime,INSULTING MODESTY OF WOMEN (EVE TEASING) (Sec.509 IPC/79 BNS),Other Places,115,8,20,23,,,,,,
457,A - IPC/BNS Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Dowry,2,0,0,0,,,,,,
458,A - IPC/BNS Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Abetment of Suicide,188,31,29,25,,,,,,
459,A - IPC/BNS Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Other Reasons,154,22,22,21,,,,,,
460,A - IPC/BNS Crime,"SUICIDE (Sec.305, 306, 309 IPC/107,108 BNS)",Attempt to Commit suicide,43,9,4,6,,,,,,
461,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Abetment  ,0,0,0,0,,,,,,
462,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Animal  ,0,0,0,0,,,,,,
463,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Attempt,0,0,0,0,,,,,,
464,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Major - Man,0,2,0,0,,,,,,
465,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Major - Woman,0,1,0,0,,,,,,
466,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Minor - Boy,0,0,0,0,,,,,,
467,A - IPC/BNS Crime,UNNATURAL SEX (Sec.377 IPC/IN BNS Deleted),Minor - Girl,0,0,0,0,,,,,,
468,A - IPC/BNS Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",Attempt to Commit,16,1,3,4,,,,,,
469,A - IPC/BNS Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To Extort Confession,3,1,0,1,,,,,,
470,A - IPC/BNS Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To Extort Property,15,2,3,1,,,,,,
471,A - IPC/BNS Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",To settle Dispute,12,0,4,0,,,,,,
472,A - IPC/BNS Crime,"WRONGFUL RESTRAINT/CONFINEMENT (Sec.341 to 348 IPC/126(2),127(2)-127(8) BNS)",Others,218,23,42,47,,,,,,
473,A - IPC/BNS Crime,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",Male,2,0,0,0,,,,,,
474,A - IPC/BNS Crime,"INFANTICIDE (Sec.315, 316 IPC/91,92 BNS)",Female,2,0,1,1,,,,,,
475,A - IPC/BNS Crime,"OFFENCES RELATED TO MARRIAGE (Sec.493 to 498 IPC/81,84 BNS)",NA,23,3,4,5,,,,,,
476,A - IPC/BNS Crime,"BUYING & SELLING MINOR FOR PROSTITUTION (Sec.372, 373 IPC/98,99 BNS)",NA,0,0,0,0,,,,,,
477,A - IPC/BNS Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS),Documents  ,0,0,0,0,,,,,,
478,A - IPC/BNS Crime,DOCUMENTS & PROPERTY MARKS (Sec.483 to 489 IPC/346-350(2) BNS),Property  ,0,0,0,0,,,,,,
479,A - IPC/BNS Crime,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),Persons ,1,1,0,0,,,,,,
480,A - IPC/BNS Crime,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),Printed Matter,1,0,0,1,,,,,,
481,A - IPC/BNS Crime,DEFAMATION (Sec.500 to 502 IPC/350(2)-356(4) BNS),Others,2,1,1,1,,,,,,
482,A - IPC/BNS Crime,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),Assembly,0,0,0,0,,,,,,
483,A - IPC/BNS Crime,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),Parliament,1,4,0,0,,,,,,
484,A - IPC/BNS Crime,ELECTION(Sec.171(E) to 171(1) IPC/173-177 BNS),Other Elected Bodies,0,4,0,0,,,,,,
485,A - IPC/BNS Crime,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Man,0,0,0,0,,,,,,
486,A - IPC/BNS Crime,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Woman,0,0,0,0,,,,,,
487,A - IPC/BNS Crime,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Boy,2,0,0,1,,,,,,
488,A - IPC/BNS Crime,"SLAVERY (Sec.370, 371, 374 IPC/143,145,146 BNS)",Girl,0,0,0,0,,,,,,
489,A - IPC/BNS Crime,Attempting to commit offences (Sec.511 IPC/62 BNS),Attempting to commit offences,119,16,25,18,,,,,,
490,A - IPC/BNS Crime,ILLEGAL DETENTION (Sec.342 IPC/127(2) BNS),NA,0,0,0,0,,,,,,
491,A - IPC/BNS Crime,FALSE EVIDENCE (Sec.191 to 205 IPC/227-242 BNS),NA,5,1,1,2,,,,,,
492,A - IPC/BNS Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS),Boy ,15,2,4,1,,,,,,
493,A - IPC/BNS Crime,EXPOSURE AND ABANDONMENT OF CHILD (Sec.317 IPC/93 BNS),Girl,15,5,0,3,,,,,,
494,A - IPC/BNS Crime,OF ABETMENT (Sec.107 to 120 IPC/45-60 BNS),NA,11,1,1,4,,,,,,
495,A - IPC/BNS Crime,"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",IPC 174 A/BNS 209,286,5,167,31,,,,,,
496,A - IPC/BNS Crime,"FAILURE TO APPEAR TO COURT (Sec.174A, 229A IPC/209,269 BNS)",IPC 229 A/BNS 269,783,19,418,109,,,,,,
497,A - IPC/BNS Crime,Concealment of birth by secret disposal of Child,Girl,11,2,1,1,,,,,,
498,A - IPC/BNS Crime,Concealment of birth by secret disposal of Child,Boy,16,4,3,2,,,,,,
499,A - IPC/BNS Crime,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMEN,NA,2,1,0,1,,,,,,
500,A - IPC/BNS Crime,Disobedience to Order Promulgated by Public/Servant,By Others,6,3,0,1,,,,,,
501,A - IPC/BNS Crime,Disobedience to Order Promulgated by Public/Servant,By Private Institution,0,0,0,0,,,,,,
502,A - IPC/BNS Crime,Disobedience to Order Promulgated by Public/Servant,By Govt. Institution,6,0,1,1,,,,,,
503,A - IPC/BNS Crime,Human Trafficking,Eunuch,0,0,0,0,,,,,,
504,A - IPC/BNS Crime,Human Trafficking,Men,1,1,0,0,,,,,,
505,A - IPC/BNS Crime,Human Trafficking,Boy,4,1,1,0,,,,,,
